,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
2010,459227,Female,Yes,31,No,Engineer,9.0,Low,4.0,Cat_6,A
2011,467761,Male,No,39,Yes,Artist,1.0,Low,2.0,Cat_6,B
2012,459163,Male,No,42,Yes,Entertainment,1.0,Low,1.0,Cat_6,A
2013,462455,Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_2,D
2014,460178,Male,Yes,50,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
2015,462803,Male,No,26,No,Doctor,0.0,Low,6.0,Cat_2,B
2016,460427,Male,Yes,46,Yes,Artist,1.0,Average,3.0,Cat_6,C
2017,466343,Male,No,30,Yes,Doctor,0.0,Low,2.0,Cat_3,A
2018,461583,Female,Yes,60,Yes,Doctor,6.0,Average,2.0,Cat_6,C
2019,466461,Male,Yes,84,No,Lawyer,0.0,Low,1.0,Cat_6,D
2020,462689,Female,No,37,Yes,Homemaker,,Low,1.0,Cat_6,D
2021,462740,Male,Yes,63,Yes,Artist,6.0,Low,1.0,Cat_6,B
2022,461355,Female,No,38,Yes,Healthcare,0.0,Low,2.0,Cat_6,D
2023,465009,Male,Yes,51,Yes,Entertainment,0.0,Average,4.0,Cat_6,C
2024,467658,Male,No,20,No,Healthcare,0.0,Low,4.0,Cat_3,D
2025,462837,Female,No,25,No,Healthcare,14.0,Low,3.0,Cat_6,D
2026,463907,Female,No,33,Yes,Doctor,0.0,Low,5.0,Cat_6,D
2027,462728,Female,No,31,No,Engineer,0.0,Low,1.0,Cat_6,D
2028,461175,Male,Yes,57,Yes,Healthcare,1.0,Low,3.0,Cat_6,B
2029,464872,Male,Yes,42,Yes,Artist,1.0,Low,4.0,Cat_4,B
2030,460830,Male,Yes,40,No,Entertainment,2.0,Average,5.0,Cat_2,B
2031,459741,Male,Yes,66,No,Lawyer,0.0,High,3.0,Cat_6,B
2032,461154,Male,No,21,No,Homemaker,0.0,Low,4.0,Cat_3,A
2033,464990,Male,Yes,73,No,Executive,1.0,High,2.0,Cat_6,B
2034,467886,Female,Yes,46,Yes,Artist,0.0,Low,2.0,Cat_6,C
2035,459201,Female,Yes,66,Yes,Artist,0.0,Average,2.0,Cat_6,C
2036,463357,Male,Yes,27,Yes,Doctor,0.0,Average,2.0,Cat_5,D
2037,460539,Female,Yes,35,Yes,Homemaker,,Low,,Cat_3,D
2038,462380,Female,Yes,53,No,Artist,1.0,High,4.0,Cat_6,A
2039,459884,Male,Yes,80,No,Lawyer,8.0,Low,1.0,Cat_6,D
2040,461651,Female,Yes,63,Yes,Artist,1.0,Average,3.0,Cat_6,C
2041,465336,Female,No,41,Yes,Doctor,9.0,Low,1.0,Cat_4,A
2042,461338,Male,Yes,43,Yes,Artist,1.0,Average,4.0,Cat_6,C
2043,461050,Male,Yes,47,Yes,,1.0,High,3.0,Cat_6,B
2044,460485,Female,No,18,No,Marketing,9.0,Low,5.0,Cat_3,B
2045,467901,Female,No,33,Yes,Entertainment,1.0,Low,4.0,Cat_6,B
2046,463713,Male,No,30,No,Engineer,9.0,Low,3.0,Cat_4,D
2047,464278,Male,Yes,85,Yes,Executive,1.0,High,2.0,Cat_6,D
2048,461192,Female,Yes,46,Yes,Artist,,High,,Cat_6,C
2049,462285,Male,Yes,48,Yes,Doctor,,Low,2.0,,A
2050,463044,Male,Yes,80,Yes,Lawyer,,High,2.0,Cat_6,B
2051,463086,Male,No,33,Yes,Artist,8.0,Low,,Cat_5,A
2052,459595,Female,Yes,36,Yes,Artist,4.0,High,7.0,Cat_6,C
2053,461419,Male,Yes,27,No,Entertainment,3.0,Average,2.0,Cat_6,B
2054,465767,Male,No,28,No,Healthcare,0.0,Low,5.0,Cat_4,B
2055,460598,Female,Yes,35,Yes,Doctor,0.0,Average,3.0,Cat_3,A
2056,460714,Male,No,26,Yes,Entertainment,1.0,Low,3.0,Cat_6,D
2057,466482,Female,Yes,39,Yes,Homemaker,,Average,3.0,Cat_3,A
2058,461584,Female,Yes,56,Yes,Artist,1.0,High,4.0,Cat_2,B
2059,462066,Female,No,26,Yes,Artist,13.0,Low,2.0,Cat_6,B
2060,463369,Male,Yes,31,Yes,Entertainment,4.0,Low,2.0,Cat_6,B
2061,466586,Male,No,21,No,Healthcare,0.0,Low,2.0,Cat_6,D
2062,464649,Male,Yes,39,No,Entertainment,1.0,Average,4.0,Cat_4,A
2063,463209,Female,No,51,Yes,Artist,0.0,Low,1.0,Cat_6,C
2064,466298,Male,Yes,45,No,Doctor,0.0,Low,4.0,Cat_4,A
2065,466929,Female,No,33,Yes,Homemaker,11.0,Low,,Cat_6,D
2066,466702,Male,Yes,62,,Lawyer,0.0,Low,1.0,Cat_6,C
2067,459238,Female,Yes,80,Yes,Lawyer,,High,2.0,Cat_6,A
2068,463904,Male,Yes,77,Yes,Executive,1.0,Low,1.0,Cat_6,D
2069,463996,Female,No,29,No,Healthcare,,Low,5.0,Cat_4,D
2070,462208,Female,Yes,33,No,Engineer,7.0,Average,5.0,Cat_4,B
2071,461755,Male,No,29,No,Artist,1.0,Low,3.0,Cat_2,A
2072,466736,Female,No,20,No,Healthcare,1.0,Low,,Cat_6,D
2073,466872,Male,Yes,43,Yes,Artist,1.0,Low,2.0,Cat_3,B
2074,467104,Female,No,18,No,Healthcare,1.0,Low,3.0,Cat_6,D
2075,463476,Male,Yes,53,Yes,Artist,3.0,Average,3.0,Cat_6,B
2076,463953,Male,Yes,28,Yes,Entertainment,3.0,Average,3.0,Cat_7,B
2077,462202,Female,No,43,Yes,Entertainment,1.0,Low,4.0,Cat_4,A
2078,467830,Male,No,31,Yes,Entertainment,1.0,Low,3.0,Cat_6,D
2079,463752,Female,No,28,Yes,Healthcare,,Low,2.0,Cat_3,D
2080,461770,Male,Yes,65,Yes,Artist,1.0,Low,2.0,Cat_6,A
2081,466525,Male,Yes,33,Yes,Artist,0.0,Average,2.0,Cat_6,B
2082,462349,Male,Yes,49,Yes,Artist,0.0,Average,6.0,Cat_6,C
2083,463964,Male,No,33,No,Healthcare,1.0,Low,4.0,Cat_6,C
2084,459353,Male,Yes,53,Yes,Artist,6.0,Average,2.0,Cat_6,C
2085,459709,Female,Yes,47,Yes,Artist,7.0,Average,4.0,Cat_6,C
2086,461858,Male,No,31,No,Entertainment,1.0,Low,7.0,Cat_4,D
2087,460450,Male,Yes,52,Yes,Executive,1.0,High,4.0,Cat_4,B
2088,466520,Male,,61,,Engineer,2.0,Average,2.0,Cat_3,B
2089,467646,Male,No,31,No,Healthcare,,Low,7.0,Cat_6,D
2090,460780,Female,No,30,Yes,Healthcare,1.0,Low,2.0,Cat_3,A
2091,463514,Male,Yes,63,Yes,Entertainment,,Average,2.0,Cat_6,C
2092,465105,Male,Yes,69,No,Executive,9.0,Average,2.0,Cat_6,B
2093,460445,Male,No,29,Yes,Engineer,0.0,Low,4.0,Cat_3,D
2094,462961,Female,Yes,56,No,Engineer,1.0,Average,5.0,Cat_6,B
2095,463932,Female,Yes,72,Yes,Artist,1.0,Average,3.0,Cat_6,B
2096,459145,Male,Yes,88,No,Lawyer,,Low,1.0,Cat_2,A
2097,465651,Male,No,30,No,Engineer,1.0,Low,4.0,Cat_6,D
2098,463721,Female,No,31,Yes,Healthcare,1.0,Low,4.0,Cat_2,B
2099,467369,Male,No,41,Yes,Artist,2.0,Low,3.0,Cat_6,A
2100,461361,Female,No,31,Yes,Healthcare,9.0,Low,7.0,Cat_5,D
2101,465608,Male,No,20,No,Healthcare,,Low,5.0,Cat_3,D
2102,464793,Female,Yes,26,No,Marketing,7.0,High,3.0,Cat_4,A
2103,463736,Male,Yes,48,No,Entertainment,,Average,5.0,Cat_6,C
2104,462799,Male,No,26,No,Healthcare,,Low,,Cat_5,D
2105,459006,Male,No,20,No,Healthcare,1.0,Low,4.0,Cat_6,D
2106,460204,Male,Yes,41,Yes,Artist,4.0,Low,4.0,Cat_6,A
2107,465257,Male,No,20,,Healthcare,4.0,Low,5.0,Cat_2,D
2108,466762,Male,Yes,63,Yes,Homemaker,1.0,Low,3.0,Cat_6,B
2109,464318,Male,Yes,88,Yes,Executive,1.0,Low,1.0,Cat_6,D
2110,459634,Female,No,39,Yes,Engineer,,Low,3.0,Cat_6,B
2111,465416,Male,Yes,55,No,Engineer,1.0,High,4.0,Cat_6,A
2112,467275,Male,No,32,Yes,Healthcare,,Low,,Cat_6,D
2113,462117,Male,No,32,Yes,Entertainment,1.0,Low,2.0,Cat_6,D
2114,460710,Female,Yes,38,Yes,Artist,0.0,Average,3.0,Cat_6,A
2115,460098,Female,Yes,62,Yes,Engineer,1.0,Low,1.0,Cat_3,B
2116,465787,Male,No,18,No,Healthcare,1.0,Low,5.0,Cat_4,D
2117,463365,Male,Yes,67,No,Executive,1.0,High,2.0,Cat_6,D
2118,464042,Female,Yes,42,Yes,Artist,9.0,Low,2.0,Cat_6,B
2119,467627,Female,No,45,Yes,Engineer,0.0,Low,1.0,Cat_6,A
2120,464720,Male,Yes,46,No,Doctor,0.0,Average,3.0,Cat_4,D
2121,461123,Male,No,20,No,Healthcare,2.0,Low,4.0,Cat_4,D
2122,465413,Female,Yes,41,Yes,Engineer,0.0,High,3.0,Cat_6,A
2123,465126,Female,Yes,35,No,Engineer,7.0,Average,4.0,Cat_4,A
2124,465950,Female,Yes,52,Yes,Artist,6.0,Low,2.0,Cat_6,A
2125,466734,Female,Yes,63,Yes,Artist,1.0,Average,4.0,Cat_6,B
2126,466222,Male,Yes,51,No,Executive,5.0,Low,3.0,Cat_2,C
2127,466142,Female,Yes,29,Yes,Entertainment,0.0,Average,2.0,Cat_6,A
2128,467888,Male,No,27,No,Doctor,0.0,Low,4.0,Cat_6,B
2129,461992,Female,No,37,Yes,Doctor,1.0,Low,1.0,Cat_4,A
2130,460522,Female,Yes,29,No,Homemaker,,Average,2.0,Cat_4,C
2131,459973,Female,No,50,Yes,Artist,0.0,Low,2.0,Cat_6,A
2132,460695,Male,Yes,74,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
2133,464260,Female,Yes,72,Yes,Artist,3.0,Average,3.0,Cat_6,C
2134,464140,Female,Yes,83,Yes,Lawyer,1.0,High,2.0,Cat_6,B
2135,465606,Male,Yes,37,Yes,Engineer,1.0,Average,3.0,Cat_3,A
2136,459050,Female,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D
2137,462330,Female,No,30,No,Artist,1.0,Low,1.0,Cat_6,B
2138,459940,Female,No,46,Yes,Engineer,1.0,Low,2.0,Cat_1,B
2139,466352,Female,Yes,65,Yes,Doctor,1.0,Low,2.0,Cat_6,B
2140,463558,Female,Yes,88,Yes,Lawyer,1.0,Average,2.0,Cat_6,C
2141,460049,Male,Yes,43,Yes,Entertainment,0.0,Average,2.0,Cat_5,A
2142,464148,Male,Yes,50,Yes,Executive,9.0,High,3.0,Cat_2,C
2143,465503,Male,No,35,Yes,Artist,8.0,Low,2.0,Cat_6,D
2144,465082,Male,Yes,67,Yes,Lawyer,0.0,Low,1.0,Cat_3,A
2145,459832,Male,Yes,66,Yes,Executive,0.0,Low,1.0,Cat_6,B
2146,464609,Female,No,39,Yes,Artist,3.0,Low,2.0,Cat_6,C
2147,466703,Female,Yes,46,Yes,Homemaker,0.0,Average,,Cat_6,C
2148,466864,Female,No,32,No,Homemaker,8.0,Low,1.0,Cat_6,D
2149,461458,Female,No,40,Yes,Artist,6.0,Low,1.0,Cat_6,B
2150,459218,Male,Yes,88,Yes,Lawyer,0.0,High,3.0,Cat_6,C
2151,462860,Male,No,30,Yes,Healthcare,8.0,Low,5.0,Cat_6,D
2152,462033,Male,No,32,Yes,Entertainment,1.0,Low,1.0,Cat_6,A
2153,467695,Male,Yes,43,No,Marketing,1.0,Low,2.0,Cat_7,D
2154,463090,Female,Yes,55,No,Engineer,3.0,Average,2.0,Cat_6,B
2155,459219,Female,Yes,47,Yes,Artist,0.0,Average,3.0,Cat_6,C
2156,460148,Female,Yes,73,No,Engineer,1.0,Low,,,A
2157,461603,Male,No,39,Yes,Artist,,Low,1.0,Cat_6,C
2158,466359,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,D
2159,464655,Male,Yes,39,Yes,,0.0,Average,5.0,Cat_4,A
2160,466088,Female,No,31,No,Healthcare,0.0,Low,7.0,Cat_6,B
2161,461205,Male,No,27,Yes,Healthcare,,Low,3.0,Cat_2,D
2162,462822,Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_6,D
2163,459076,Male,Yes,69,No,Doctor,0.0,Average,2.0,Cat_6,C
2164,463410,Male,Yes,37,No,Doctor,,Average,2.0,Cat_6,B
2165,463879,Male,Yes,45,Yes,Executive,0.0,High,2.0,Cat_6,C
2166,462827,Female,No,22,No,Doctor,1.0,Low,3.0,Cat_3,A
2167,461500,Female,No,26,Yes,Doctor,0.0,Low,3.0,Cat_6,B
2168,461553,Male,No,39,Yes,Artist,1.0,Low,3.0,Cat_7,A
2169,467912,Male,Yes,61,Yes,Entertainment,1.0,Low,2.0,Cat_5,A
2170,465029,Female,Yes,74,No,Lawyer,1.0,High,2.0,Cat_6,C
2171,460062,Male,No,29,Yes,Artist,4.0,Low,1.0,Cat_3,D
2172,462863,Male,No,29,Yes,Homemaker,5.0,Low,1.0,Cat_6,D
2173,460465,Male,No,36,No,Executive,0.0,Low,3.0,Cat_6,D
2174,460335,Female,No,63,Yes,Doctor,0.0,Low,2.0,Cat_6,B
2175,466067,Male,Yes,69,Yes,Artist,0.0,Average,5.0,Cat_3,C
2176,463962,Female,,35,Yes,Artist,12.0,Low,2.0,Cat_6,B
2177,459807,Male,Yes,81,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
2178,463364,Female,Yes,71,No,Lawyer,1.0,High,2.0,Cat_6,B
2179,463599,Female,No,31,No,Healthcare,10.0,Low,2.0,Cat_3,C
2180,462686,Male,Yes,41,Yes,Entertainment,9.0,Average,4.0,,A
2181,462949,Male,Yes,35,No,Homemaker,1.0,Average,3.0,Cat_6,B
2182,460275,Female,No,52,Yes,Artist,6.0,Low,1.0,Cat_6,A
2183,461184,Male,No,19,No,Healthcare,,Low,4.0,Cat_3,D
2184,460728,Female,,39,Yes,Artist,0.0,Low,1.0,Cat_7,B
2185,462416,Male,Yes,45,No,Artist,0.0,Low,2.0,Cat_4,B
2186,460846,Female,No,19,No,Marketing,1.0,Low,4.0,Cat_6,D
2187,459542,Male,No,23,No,Healthcare,2.0,Low,5.0,Cat_6,D
2188,459080,Male,Yes,77,No,Lawyer,0.0,Low,2.0,Cat_6,D
2189,463106,Female,Yes,84,Yes,Lawyer,0.0,Low,1.0,Cat_6,B
2190,464728,Male,Yes,47,No,Entertainment,1.0,High,4.0,Cat_4,D
2191,466474,Male,No,29,Yes,Entertainment,6.0,Low,3.0,Cat_6,A
2192,461711,Female,No,35,Yes,Artist,8.0,Low,3.0,Cat_2,A
2193,460347,Male,Yes,40,Yes,Artist,14.0,Low,2.0,Cat_6,C
2194,467689,Male,No,35,No,Healthcare,1.0,Low,1.0,Cat_6,D
2195,460260,Male,No,20,No,Healthcare,0.0,Low,3.0,Cat_2,D
2196,466344,Male,No,43,Yes,Entertainment,0.0,Low,2.0,Cat_2,A
2197,466437,Male,Yes,56,No,Executive,0.0,Low,1.0,Cat_6,D
2198,460423,Female,Yes,53,Yes,Artist,3.0,Low,1.0,Cat_7,A
2199,459590,Male,Yes,22,No,Executive,1.0,High,3.0,Cat_6,D
2200,464668,Male,Yes,32,No,Healthcare,1.0,High,4.0,Cat_4,D
2201,463049,Male,Yes,51,No,Executive,2.0,High,5.0,Cat_6,A
2202,460458,Female,No,41,No,Marketing,1.0,Low,,Cat_3,D
2203,462407,Male,Yes,37,No,Doctor,2.0,Average,4.0,Cat_6,A
2204,459450,Male,Yes,55,Yes,Artist,4.0,Average,4.0,Cat_6,A
2205,463255,Male,No,42,Yes,Entertainment,3.0,Low,2.0,Cat_6,A
2206,462574,Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_4,D
2207,465761,Female,No,42,Yes,Artist,12.0,Low,2.0,Cat_4,A
2208,467728,Female,Yes,38,No,Engineer,1.0,High,5.0,Cat_6,B
2209,465841,Female,No,52,Yes,Engineer,3.0,Low,1.0,Cat_6,A
2210,460117,Female,Yes,48,Yes,Marketing,9.0,Low,1.0,Cat_6,D
2211,466619,Male,Yes,37,Yes,Entertainment,5.0,Average,2.0,Cat_6,C
2212,461722,Male,No,27,No,Doctor,1.0,Low,3.0,Cat_6,B
2213,460898,Male,Yes,48,No,Artist,3.0,Average,4.0,Cat_6,B
2214,463627,Female,No,25,Yes,Marketing,5.0,Low,2.0,Cat_4,D
2215,460403,Female,No,56,Yes,Doctor,3.0,Low,1.0,Cat_6,A
2216,459818,Female,Yes,68,No,Lawyer,1.0,Low,1.0,Cat_6,D
2217,463732,Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_6,D
2218,462499,Female,,72,No,Lawyer,8.0,Average,2.0,Cat_6,D
2219,467112,Male,No,43,Yes,Artist,1.0,Low,2.0,Cat_2,B
2220,459902,Male,Yes,52,Yes,Lawyer,8.0,High,2.0,Cat_6,C
2221,463233,Male,Yes,50,No,Executive,0.0,Average,5.0,Cat_6,B
2222,467721,Male,No,41,Yes,Entertainment,0.0,Low,1.0,Cat_4,D
2223,465915,Male,Yes,40,Yes,Entertainment,8.0,Average,2.0,Cat_6,B
2224,464506,Male,No,32,Yes,Healthcare,8.0,Low,2.0,Cat_4,D
2225,460624,Male,Yes,57,Yes,Homemaker,5.0,High,2.0,Cat_6,A
2226,462020,Female,No,25,Yes,Artist,13.0,Low,2.0,Cat_6,C
2227,464320,Male,Yes,74,No,Lawyer,0.0,High,2.0,Cat_6,A
2228,467687,Male,No,38,Yes,Entertainment,,Low,4.0,Cat_6,D
2229,461561,Female,Yes,46,Yes,Artist,0.0,Average,2.0,Cat_6,C
2230,465953,Female,No,50,Yes,Artist,1.0,Low,1.0,Cat_6,D
2231,463309,Male,Yes,50,Yes,Artist,0.0,Average,2.0,Cat_3,B
2232,459134,Female,Yes,69,Yes,Lawyer,0.0,High,2.0,Cat_6,C
2233,464195,Male,No,29,Yes,Artist,0.0,Low,1.0,Cat_6,A
2234,467696,Male,Yes,84,Yes,Lawyer,,High,3.0,Cat_6,B
2235,459586,Male,Yes,73,No,Executive,1.0,Low,,Cat_6,C
2236,466504,Male,Yes,38,No,Executive,9.0,High,5.0,Cat_6,B
2237,466792,Female,Yes,82,No,Lawyer,0.0,Low,1.0,Cat_6,A
2238,459875,Male,Yes,71,No,Lawyer,0.0,High,,Cat_6,A
2239,463837,Female,Yes,50,No,Engineer,0.0,Low,3.0,Cat_7,B
2240,465384,Male,Yes,56,Yes,Artist,0.0,High,2.0,Cat_6,B
2241,462050,Male,No,19,No,Healthcare,4.0,Low,3.0,Cat_2,D
2242,465268,Male,Yes,29,No,Executive,12.0,Low,3.0,Cat_6,B
2243,461370,Male,No,26,Yes,Doctor,1.0,Low,3.0,Cat_6,D
2244,464225,Female,No,31,No,Doctor,1.0,Low,5.0,Cat_3,C
2245,466665,Male,Yes,42,Yes,Artist,0.0,Average,2.0,Cat_6,A
2246,462290,Female,No,33,Yes,Doctor,1.0,Low,1.0,Cat_6,B
2247,459326,Male,Yes,35,No,Healthcare,1.0,Low,5.0,Cat_6,D
2248,464926,Female,Yes,46,No,Engineer,0.0,High,3.0,Cat_4,A
2249,460343,Female,No,67,Yes,Artist,0.0,Low,2.0,Cat_6,B
2250,463626,Female,No,35,No,Artist,7.0,Low,2.0,Cat_6,D
2251,464266,Male,No,28,No,Doctor,8.0,Low,3.0,Cat_6,A
2252,464491,Female,No,43,No,Doctor,8.0,Low,1.0,Cat_4,D
2253,467698,Female,Yes,40,No,Artist,3.0,Average,,Cat_6,A
2254,463440,Female,Yes,73,Yes,Artist,0.0,Average,3.0,Cat_1,C
2255,463602,Female,No,21,No,Healthcare,8.0,Low,4.0,Cat_6,D
2256,464706,Female,No,32,No,Doctor,1.0,Low,3.0,Cat_4,D
2257,467220,Female,No,36,No,,,Low,,Cat_4,D
2258,460313,Male,No,32,Yes,Artist,13.0,Low,3.0,Cat_6,A
2259,465497,Male,No,25,No,Homemaker,14.0,Low,3.0,Cat_5,A
2260,465846,Female,No,40,Yes,Artist,5.0,Low,1.0,Cat_6,A
2261,463374,Female,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D
2262,462704,Male,Yes,48,Yes,Executive,5.0,High,5.0,Cat_6,B
2263,462160,Female,No,36,Yes,Artist,3.0,Low,3.0,Cat_6,C
2264,461365,Male,No,27,No,Healthcare,1.0,Low,3.0,Cat_6,D
2265,464205,Female,Yes,82,No,Entertainment,0.0,High,2.0,Cat_6,B
2266,459294,Male,No,23,No,Healthcare,9.0,Low,4.0,Cat_6,D
2267,460318,Male,No,30,Yes,Entertainment,14.0,Low,3.0,Cat_6,D
2268,467967,Male,No,30,Yes,Entertainment,8.0,Low,4.0,Cat_6,A
2269,461797,Male,No,30,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
2270,462980,Male,No,28,Yes,Entertainment,1.0,Low,5.0,Cat_6,C
2271,462361,Male,Yes,60,Yes,Artist,0.0,Low,2.0,Cat_4,A
2272,461855,Female,Yes,52,Yes,Artist,1.0,Average,2.0,Cat_6,C
2273,461069,Female,No,19,No,Healthcare,,Low,,Cat_3,D
2274,467522,Female,No,19,No,Healthcare,0.0,Low,2.0,Cat_6,D
2275,463327,Male,Yes,40,No,Executive,1.0,Low,5.0,Cat_5,D
2276,459824,Male,No,38,Yes,Entertainment,8.0,Low,1.0,Cat_6,D
2277,461051,Female,Yes,71,Yes,Entertainment,1.0,Average,2.0,Cat_6,B
2278,461142,Female,No,40,Yes,Engineer,1.0,Low,3.0,Cat_3,B
2279,461521,Male,Yes,68,Yes,Artist,0.0,High,2.0,Cat_6,B
2280,459422,Male,Yes,50,Yes,Entertainment,,Low,4.0,Cat_6,A
2281,467792,Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_6,D
2282,467432,Male,No,29,Yes,Healthcare,,Low,3.0,Cat_6,B
2283,464016,Female,,29,Yes,Entertainment,0.0,High,1.0,Cat_1,A
2284,464654,Female,Yes,39,No,Engineer,1.0,Average,4.0,Cat_4,B
2285,459111,Male,Yes,41,Yes,Executive,0.0,Low,4.0,Cat_6,B
2286,459408,Male,No,28,No,Doctor,,Low,1.0,Cat_6,D
2287,466473,Female,No,22,No,Healthcare,0.0,Low,3.0,Cat_2,D
2288,464365,Male,No,35,Yes,Artist,,Low,1.0,Cat_6,A
2289,460046,Female,Yes,49,Yes,Artist,3.0,Low,2.0,Cat_6,B
2290,466698,Female,Yes,26,Yes,Healthcare,8.0,Low,2.0,Cat_3,D
2291,460609,Female,No,33,No,Healthcare,,Low,1.0,Cat_4,C
2292,459927,Female,No,27,No,Engineer,0.0,Low,2.0,Cat_3,D
2293,467057,Female,No,50,No,Entertainment,8.0,Low,2.0,Cat_6,A
2294,466052,Female,Yes,37,Yes,Homemaker,5.0,Low,2.0,Cat_4,D
2295,464210,Male,No,43,Yes,Marketing,0.0,Low,2.0,Cat_6,A
2296,465873,Male,No,35,Yes,Entertainment,13.0,Low,1.0,Cat_6,D
2297,459802,Female,Yes,50,Yes,Artist,1.0,Low,1.0,Cat_6,C
2298,464817,Male,No,31,Yes,Artist,7.0,Low,1.0,Cat_4,A
2299,465540,Female,Yes,29,No,Engineer,,High,2.0,Cat_6,D
2300,460845,Female,No,20,No,Healthcare,0.0,Low,2.0,Cat_6,D
2301,459072,Male,Yes,66,Yes,Entertainment,1.0,Average,2.0,Cat_6,C
2302,465694,Male,Yes,37,Yes,Healthcare,1.0,Average,2.0,Cat_4,A
2303,466381,Male,Yes,52,Yes,Artist,2.0,Average,2.0,Cat_6,C
2304,460947,Male,Yes,45,Yes,Executive,7.0,High,5.0,Cat_6,C
2305,467338,Female,No,27,Yes,Healthcare,2.0,Low,6.0,Cat_6,D
2306,467189,Female,Yes,46,Yes,Artist,1.0,High,4.0,Cat_6,C
2307,466456,Female,Yes,43,No,Doctor,9.0,Low,1.0,Cat_2,A
2308,463805,Female,No,32,No,Doctor,8.0,Low,6.0,Cat_6,C
2309,462427,Male,Yes,87,Yes,Lawyer,9.0,Low,4.0,Cat_6,C
2310,462785,Female,Yes,40,Yes,Engineer,,Average,5.0,Cat_3,B
2311,466906,Male,No,59,Yes,Artist,1.0,Low,2.0,Cat_6,B
2312,461842,Male,Yes,63,Yes,Artist,1.0,Average,3.0,Cat_6,C
2313,462229,Male,No,23,No,,0.0,Low,8.0,Cat_4,D
2314,462372,Female,Yes,65,No,Lawyer,,High,2.0,Cat_6,A
2315,462400,Male,No,47,Yes,Artist,0.0,Low,1.0,Cat_6,B
2316,466598,Female,Yes,45,Yes,Artist,9.0,Low,2.0,Cat_6,C
2317,466940,Male,Yes,79,No,Lawyer,0.0,Low,1.0,Cat_6,D
2318,461754,Male,Yes,65,No,Entertainment,1.0,High,2.0,Cat_6,B
2319,461376,Female,No,38,Yes,Healthcare,0.0,Low,2.0,Cat_6,B
2320,459427,Female,Yes,28,Yes,Healthcare,,Low,2.0,Cat_6,D
2321,462025,Male,No,20,No,Healthcare,2.0,Low,3.0,Cat_4,D
2322,465720,Female,Yes,36,Yes,Artist,1.0,Low,2.0,Cat_6,C
2323,466354,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,D
2324,463857,Male,Yes,56,No,Healthcare,0.0,High,4.0,Cat_7,B
2325,465849,Female,No,32,Yes,Doctor,5.0,Low,3.0,Cat_4,A
2326,464100,Female,No,33,Yes,Healthcare,1.0,Low,1.0,Cat_6,D
2327,461444,Female,Yes,68,Yes,Artist,1.0,High,2.0,Cat_6,C
2328,461828,Male,Yes,53,Yes,Artist,,Average,3.0,Cat_6,C
2329,464711,Female,Yes,38,Yes,Artist,7.0,Average,3.0,Cat_1,B
2330,462759,Male,No,22,No,Healthcare,,Low,5.0,Cat_2,D
2331,465349,Female,Yes,49,Yes,Artist,0.0,High,4.0,Cat_6,C
2332,459449,Male,Yes,43,Yes,Artist,,Low,2.0,Cat_6,B
2333,463407,Female,No,33,No,Doctor,0.0,Low,1.0,Cat_3,D
2334,466632,Female,Yes,57,Yes,Artist,1.0,High,2.0,Cat_6,C
2335,464641,Female,Yes,65,Yes,Lawyer,2.0,Low,6.0,Cat_1,D
2336,460290,Female,,50,Yes,Artist,,High,1.0,,B
2337,462154,Male,Yes,36,Yes,Entertainment,0.0,Average,2.0,Cat_6,C
2338,464754,Female,Yes,43,No,Engineer,4.0,Average,7.0,Cat_4,A
2339,460167,Female,No,18,No,Entertainment,1.0,Low,5.0,Cat_2,C
2340,461987,Female,Yes,43,No,Engineer,1.0,Average,2.0,Cat_6,B
2341,463259,Male,Yes,75,Yes,Lawyer,0.0,Low,1.0,Cat_6,A
2342,464421,Female,Yes,27,No,Marketing,,High,4.0,Cat_6,D
2343,461628,Male,Yes,39,Yes,Healthcare,11.0,Average,2.0,Cat_6,B
2344,459126,Male,Yes,61,Yes,Artist,2.0,Low,2.0,Cat_6,B
2345,460639,Female,Yes,73,Yes,Lawyer,,Low,5.0,Cat_1,D
2346,465143,Male,No,26,Yes,Engineer,0.0,Low,5.0,Cat_4,C
2347,460860,Male,Yes,52,Yes,Artist,7.0,Average,4.0,Cat_6,B
2348,467629,Male,Yes,50,Yes,Artist,1.0,Low,1.0,Cat_6,B
2349,461720,Female,No,51,Yes,Artist,1.0,Low,1.0,Cat_4,B
2350,460086,Male,Yes,50,No,Artist,1.0,Average,3.0,Cat_6,C
2351,465832,Male,Yes,53,Yes,Executive,9.0,High,5.0,Cat_4,B
2352,467070,Male,Yes,40,No,Executive,5.0,Low,4.0,Cat_6,D
